id,fdc_id_of_sample_food,fdc_id_of_acquisition_food
1660,326806,326811
1661,326806,326814
1662,326806,326816
1663,326806,326810
1664,326806,326813
1665,326806,326808
1666,326806,326815
1667,326806,326807
1668,326806,326809
1669,326806,326812
1670,326832,326834
1671,326832,326836
1672,326832,326835
1673,326832,326833
1674,326854,326856
1675,326854,326855
1676,326854,326862
1677,326854,326857
1678,326854,326858
1679,326854,326861
1680,326854,326860
1681,326854,326859
1682,326880,326884
1683,326880,326881
1684,326880,326883
1685,326880,326888
1686,326880,326886
1687,326880,326885
1688,326880,326887
1689,326880,326882
1690,326906,326907
1691,326906,326908
1692,326906,326909
1693,326918,326921
1694,326918,326920
1695,326918,326919
1696,326938,326939
1697,326938,326941
1698,326938,326940
1699,326959,326960
1700,326959,326961
1701,326959,326962
1702,326978,326981
1703,326978,326980
1704,326978,326979
1705,326999,327001
1706,326999,327000
1707,326999,327002
1708,327019,327020
1709,327019,327022
1710,327019,327021
1711,327030,327031
1712,327030,327032
1713,327047,327048
1714,327047,327049
1715,327047,327050
1716,327065,327068
1717,327065,327066
1718,327065,327067
1719,327085,327086
1720,327085,327087
1721,327085,327088
1722,327105,327106
1723,327105,327107
1724,327105,327108
1725,327124,327125
1726,327124,327126
1727,327124,327128
1728,327124,327127
1729,327142,327145
1730,327142,327143
1731,327142,327144
1732,327160,327162
1733,327160,327163
1734,327160,327161
1735,327179,327180
1736,327179,327182
1737,327179,327181
1738,327199,327201
1739,327199,327202
1740,327199,327200
1741,327217,327218
1742,327217,327220
1743,327217,327219
1744,327236,327237
1745,327236,327238
1746,327236,327239
1747,327258,327259
1748,327258,327260
1749,327258,327261
1750,327278,327281
1751,327278,327279
1752,327278,327280
1753,327298,327299
1754,327298,327300
1755,327298,327301
1756,327317,327320
1757,327317,327318
1758,327317,327319
1759,327336,327337
1760,327336,327339
1761,327336,327338
1762,327358,327359
1763,327358,327360
1764,327358,327361
1765,327374,327377
1766,327374,327376
1767,327374,327375
1768,327391,327392
1769,327391,327394
1770,327391,327393
1771,327408,327409
1772,327408,327410
1773,327408,327411
1774,327428,327430
1775,327428,327429
1776,327428,327431
1777,327448,327451
1778,327448,327450
1779,327448,327449
1780,327466,327469
1781,327466,327468
1782,327466,327467
1783,327485,327486
1784,327485,327487
1785,327485,327488
1786,327502,327508
1787,327502,327507
1788,327502,327510
1789,327502,327505
1790,327502,327506
1791,327502,327504
1792,327502,327509
1793,327502,327503
1794,327527,327531
1795,327527,327528
1796,327527,327532
1797,327527,327530
1798,327527,327535
1799,327527,327533
1800,327527,327534
1801,327527,327529
1802,327552,327553
1803,327552,327557
1804,327552,327561
1805,327552,327560
1806,327552,327555
1807,327552,327559
1808,327552,327554
1809,327552,327556
1810,327552,327558
1811,327578,327580
1812,327578,327586
1813,327578,327579
1814,327578,327581
1815,327578,327587
1816,327578,327585
1817,327578,327583
1818,327578,327584
1819,327578,327582
1820,327602,327607
1821,327602,327604
1822,327602,327609
1823,327602,327606
1824,327602,327610
1825,327602,327608
1826,327602,327611
1827,327602,327603
1828,327602,327605
1829,327626,327631
1830,327626,327630
1831,327626,327632
1832,327626,327628
1833,327626,327627
1834,327626,327634
1835,327626,327633
1836,327626,327629
1837,327626,327635
1838,327652,327653
1839,327652,327655
1840,327652,327654
1841,327652,327658
1842,327652,327656
1843,327652,327657
1844,327675,327684
1845,327675,327679
1846,327675,327680
1847,327675,327681
1848,327675,327682
1849,327675,327683
1850,327675,327676
1851,327675,327678
1852,327675,327677
1853,327700,327702
1854,327700,327701
1855,327706,327709
1856,327706,327707
1857,327706,327708
1858,327713,327715
1859,327713,327714
1860,327713,327716
1861,327720,327724
1862,327720,327723
1863,327720,327721
1864,327720,327722
1865,327728,327729
1866,327728,327730
1867,327728,327731
1868,327735,327737
1869,327735,327736
1870,327735,327738
1871,327742,327744
1872,327742,327748
1873,327742,327745
1874,327742,327746
1875,327742,327747
1876,327742,327743
1877,327760,327764
1878,327760,327763
1879,327760,327766
1880,327760,327767
1881,327760,327762
1882,327760,327761
1883,327760,327765
1884,327781,327786
1885,327781,327783
1886,327781,327782
1887,327781,327785
1888,327781,327784
1889,327781,327788
1890,327781,327787
1891,327803,327804
1892,327803,327808
1893,327803,327809
1894,327803,327805
1895,327803,327806
1896,327803,327810
1897,327803,327811
1898,327803,327807
1899,327826,327831
1900,327826,327827
1901,327826,327830
1902,327826,327833
1903,327826,327832
1904,327826,327828
1905,327826,327829
1906,327851,327853
1907,327851,327854
1908,327851,327857
1909,327851,327858
1910,327851,327856
1911,327851,327852
1912,327851,327855
1913,327875,327879
1914,327875,327881
1915,327875,327876
1916,327875,327880
1917,327875,327877
1918,327875,327878
1919,327899,327906
1920,327899,327902
1921,327899,327904
1922,327899,327905
1923,327899,327901
1924,327899,327903
1925,327899,327900
1926,327924,327925
1927,327924,327931
1928,327924,327932
1929,327924,327926
1930,327924,327930
1931,327924,327928
1932,327924,327929
1933,327924,327927
1934,327936,327941
1935,327936,327944
1936,327936,327939
1937,327936,327940
1938,327936,327937
1939,327936,327942
1940,327936,327943
1941,327936,327938
1942,327948,327952
1943,327948,327953
1944,327948,327950
1945,327948,327955
1946,327948,327956
1947,327948,327954
1948,327948,327951
1949,327948,327949
1950,327960,327962
1951,327960,327964
1952,327960,327968
1953,327960,327961
1954,327960,327966
1955,327960,327967
1956,327960,327965
1957,327960,327963
1958,327980,327984
1959,327980,327982
1960,327980,327981
1961,327980,327983
1962,327998,327999
1963,327998,328003
1964,327998,328001
1965,327998,328002
1966,327998,328000
1967,328008,328011
1968,328008,328014
1969,328008,328010
1970,328008,328012
1971,328008,328016
1972,328008,328015
1973,328008,328009
1974,328008,328013
1975,328020,328023
1976,328020,328021
1977,328020,328024
1978,328020,328026
1979,328020,328028
1980,328020,328027
1981,328020,328025
1982,328020,328022
1983,328045,328046
1984,328045,328051
1985,328045,328050
1986,328045,328047
1987,328045,328053
1988,328045,328052
1989,328045,328049
1990,328045,328048
1991,328057,328060
1992,328057,328063
1993,328057,328061
1994,328057,328058
1995,328057,328059
1996,328057,328065
1997,328057,328064
1998,328057,328062
1999,328070,328073
2000,328070,328077
2001,328070,328078
2002,328070,328071
2003,328070,328076
2004,328070,328075
2005,328070,328074
2006,328070,328072
2007,328094,328099
2008,328094,328096
2009,328094,328100
2010,328094,328098
2011,328094,328095
2012,328094,328102
2013,328094,328097
2014,328094,328101
2015,328114,328116
2016,328114,328117
2017,328114,328115
2018,328114,328118
2019,328122,328123
2020,328122,328125
2021,328122,328124
2022,328122,328126
2023,328130,328136
2024,328130,328131
2025,328130,328137
2026,328130,328135
2027,328130,328132
2028,328130,328138
2029,328130,328134
2030,328130,328133
2031,328153,328154
2032,328153,328156
2033,328153,328157
2034,328153,328158
2035,328153,328160
2036,328153,328159
2037,328153,328161
2038,328153,328155
2039,328175,328177
2040,328175,328176
2041,328175,328179
2042,328175,328178
2043,328191,328193
2044,328191,328192
2045,328191,328194
2046,328191,328195
2047,328208,328211
2048,328208,328212
2049,328208,328209
2050,328208,328210
2051,328208,328213
2052,328208,328214
2053,328227,328231
2054,328227,328232
2055,328227,328230
2056,328227,328228
2057,328227,328229
2058,328248,328250
2059,328248,328253
2060,328248,328252
2061,328248,328249
2062,328248,328251
2063,328248,328254
2064,328266,328269
2065,328266,328271
2066,328266,328270
2067,328266,328272
2068,328266,328273
2069,328266,328267
2070,328266,328268
2071,328286,328288
2072,328286,328289
2073,328286,328292
2074,328286,328291
2075,328286,328290
2076,328286,328287
2077,328305,328306
2078,328305,328307
2079,328305,328309
2080,328305,328310
2081,328305,328311
2082,328305,328308
2083,328326,328332
2084,328326,328330
2085,328326,328329
2086,328326,328328
2087,328326,328327
2088,328326,328331
2089,328335,328338
2090,328335,328340
2091,328335,328336
2092,328335,328337
2093,328335,328339
2094,328335,328341
2095,328344,328346
2096,328344,328348
2097,328344,328347
2098,328344,328345
2099,328351,328353
2100,328351,328352
2101,328351,328355
2102,328351,328354
2103,328358,328360
2104,328358,328364
2105,328358,328359
2106,328358,328362
2107,328358,328361
2108,328358,328363
2109,328376,328381
2110,328376,328377
2111,328376,328379
2112,328376,328380
2113,328376,328378
2114,328394,328396
2115,328394,328395
2116,328394,328399
2117,328394,328400
2118,328394,328401
2119,328394,328397
2120,328394,328398
2121,328413,328414
2122,328413,328419
2123,328413,328417
2124,328413,328416
2125,328413,328415
2126,328413,328418
2127,328432,328437
2128,328432,328434
2129,328432,328436
2130,328432,328435
2131,328432,328433
2132,328432,328438
2133,328442,328444
2134,328442,328447
2135,328442,328446
2136,328442,328445
2137,328442,328443
2138,328454,328455
2139,328454,328456
2140,328454,328459
2141,328454,328457
2142,328454,328460
2143,328454,328458
2144,328472,328473
2145,328472,328475
2146,328472,328476
2147,328472,328474
2148,328490,328493
2149,328490,328492
2150,328490,328494
2151,328490,328495
2152,328490,328491
2153,328508,328511
2154,328508,328513
2155,328508,328512
2156,328508,328510
2157,328508,328509
2158,328529,328531
2159,328529,328532
2160,328529,328530
2161,328529,328533
2162,328541,328546
2163,328541,328542
2164,328541,328543
2165,328541,328545
2166,328541,328547
2167,328541,328544
2168,328549,328551
2169,328549,328552
2170,328549,328550
2171,328559,328560
2172,328559,328564
2173,328559,328561
2174,328559,328563
2175,328559,328562
2176,328559,328565
2177,328567,328568
2178,328567,328569
2179,328567,328570
2180,328585,328586
2181,328585,328588
2182,328585,328590
2183,328585,328591
2184,328585,328587
2185,328585,328589
2186,328594,328597
2187,328594,328595
2188,328594,328596
2189,328594,328598
2190,328601,328603
2191,328601,328606
2192,328601,328605
2193,328601,328604
2194,328601,328607
2195,328601,328602
2196,328620,328623
2197,328620,328621
2198,328620,328622
2199,328638,328642
2200,328638,328640
2201,328638,328639
2202,328638,328641
2203,328646,328648
2204,328646,328647
2205,328652,328656
2206,328652,328653
2207,328652,328654
2208,328652,328655
2209,328660,328663
2210,328660,328662
2211,328660,328661
2212,328660,328664
2213,328679,328682
2214,328679,328681
2215,328679,328683
2216,328679,328680
2217,328695,328697
2218,328695,328696
2219,328695,328698
2220,328695,328699
2221,328713,328714
2222,328713,328716
2223,328713,328715
2224,328713,328717
2225,328721,328725
2226,328721,328724
2227,328721,328723
2228,328721,328722
2229,328729,328730
2230,328729,328731
2231,328729,328732
2232,328736,328739
2233,328736,328740
2234,328736,328738
2235,328736,328737
2236,328751,328752
2237,328751,328755
2238,328751,328753
2239,328751,328754
2240,328769,328771
2241,328769,328773
2242,328769,328770
2243,328769,328772
2244,328785,328786
2245,328785,328789
2246,328785,328787
2247,328785,328788
2248,328793,328794
2249,328793,328795
2250,328793,328796
2251,328793,328797
2252,328809,328810
2253,328809,328811
2254,328809,328812
2255,328809,328813
2256,328824,328825
2257,328824,328827
2258,328824,328828
2259,328824,328826
2260,328842,328844
2261,328842,328846
2262,328842,328843
2263,328842,328845
2264,328850,328853
2265,328850,328852
2266,328850,328851
2267,328857,328865
2268,328857,328860
2269,328857,328863
2270,328857,328862
2271,328857,328859
2272,328857,328864
2273,328857,328861
2274,328857,328858
2275,328869,328872
2276,328869,328877
2277,328869,328874
2278,328869,328876
2279,328869,328871
2280,328869,328870
2281,328869,328875
2282,328869,328873
2283,328881,328887
2284,328881,328889
2285,328881,328888
2286,328881,328886
2287,328881,328882
2288,328881,328884
2289,328881,328885
2290,328881,328883
2291,328902,328903
2292,328902,328905
2293,328902,328908
2294,328902,328909
2295,328902,328906
2296,328902,328907
2297,328902,328910
2298,328902,328904
2299,328924,328926
2300,328924,328930
2301,328924,328927
2302,328924,328925
2303,328924,328928
2304,328924,328929
2305,328946,328953
2306,328946,328950
2307,328946,328952
2308,328946,328951
2309,328946,328954
2310,328946,328948
2311,328946,328949
2312,328946,328947
2313,328967,328970
2314,328967,328969
2315,328967,328968
2316,328967,328971
2317,328975,328981
2318,328975,328982
2319,328975,328976
2320,328975,328977
2321,328975,328983
2322,328975,328980
2323,328975,328979
2324,328975,328978
2325,329000,329003
2326,329000,329004
2327,329000,329001
2328,329000,329002
2329,329000,329008
2330,329000,329007
2331,329000,329006
2332,329000,329005
2333,329012,329020
2334,329012,329017
2335,329012,329014
2336,329012,329016
2337,329012,329018
2338,329012,329013
2339,329012,329019
2340,329012,329015
2341,329024,329025
2342,329024,329028
2343,329024,329032
2344,329024,329029
2345,329024,329030
2346,329024,329027
2347,329024,329031
2348,329024,329026
2349,329036,329041
2350,329036,329038
2351,329036,329039
2352,329036,329044
2353,329036,329040
2354,329036,329043
2355,329036,329042
2356,329036,329037
2357,329058,329062
2358,329058,329061
2359,329058,329060
2360,329058,329063
2361,329058,329059
2362,329075,329079
2363,329075,329078
2364,329075,329083
2365,329075,329077
2366,329075,329080
2367,329075,329081
2368,329075,329076
2369,329075,329082
2370,329098,329105
2371,329098,329102
2372,329098,329104
2373,329098,329106
2374,329098,329099
2375,329098,329100
2376,329098,329103
2377,329098,329101
2378,329119,329126
2379,329119,329123
2380,329119,329120
2381,329119,329127
2382,329119,329121
2383,329119,329124
2384,329119,329122
2385,329119,329125
2386,329131,329133
2387,329131,329132
2388,329131,329134
2389,329138,329142
2390,329138,329139
2391,329138,329140
2392,329138,329141
2393,329147,329148
2394,329147,329149
2395,329160,329162
2396,329160,329161
2397,329174,329175
2398,329174,329176
2399,329189,329191
2400,329189,329193
2401,329189,329190
2402,329189,329192
2403,329198,329200
2404,329198,329204
2405,329198,329199
2406,329198,329203
2407,329198,329201
2408,329198,329202
2409,329216,329217
2410,329216,329220
2411,329216,329218
2412,329216,329219
2413,329224,329226
2414,329224,329225
2415,329224,329227
2416,329232,329233
2417,329232,329234
2418,329232,329235
2419,329240,329241
2420,329240,329242
2421,329240,329244
2422,329240,329243
2423,329255,329259
2424,329255,329256
2425,329255,329258
2426,329255,329257
2427,329271,329273
2428,329271,329275
2429,329271,329272
2430,329271,329274
2431,329279,329281
2432,329279,329280
2433,329279,329283
2434,329279,329282
2435,329295,329298
2436,329295,329297
2437,329295,329296
2438,329309,329311
2439,329309,329310
2440,329309,329313
2441,329309,329312
2442,329316,329318
2443,329316,329317
2444,329316,329320
2445,329316,329319
2446,329331,329335
2447,329331,329332
2448,329331,329333
2449,329331,329334
2450,329346,329349
2451,329346,329352
2452,329346,329350
2453,329346,329347
2454,329346,329348
2455,329346,329351
2456,329359,329364
2457,329359,329363
2458,329359,329365
2459,329359,329361
2460,329359,329360
2461,329359,329362
2462,329371,329372
2463,329378,329379
2464,329385,329386
2465,329392,329393
2466,329399,329400
2467,329406,329407
2468,329413,329414
2469,329420,329421
2470,329427,329428
2471,329434,329435
2472,329441,329442
2473,329448,329449
2474,329455,329456
2475,329462,329463
2476,329469,329470
2477,329476,329477
2478,329483,329484
2479,329491,329492
2480,329498,329499
2481,329505,329506
2482,329512,329513
2483,329519,329520
2484,329526,329527
2485,329533,329534
2486,329540,329541
2487,329547,329548
2488,329554,329555
2489,329561,329562
2490,329568,329569
2491,329575,329576
2492,329582,329583
2493,329589,329590
2494,329597,329598
2495,329604,329605
2496,329611,329612
2497,329618,329619
2498,329625,329626
2499,329632,329633
2500,329639,329640
2501,329646,329647
2502,329653,329654
2503,329660,329661
2504,329667,329668
2505,329674,329675
2506,329681,329682
2507,329688,329689
2508,329695,329696
2509,329702,329703
2510,329709,329710
2511,329717,329720
2512,329717,329721
2513,329717,329719
2514,329717,329718
2515,329734,329737
2516,329734,329738
2517,329734,329735
2518,329734,329736
2519,329751,329755
2520,329751,329754
2521,329751,329752
2522,329751,329753
2523,329768,329769
2524,329768,329770
2525,329783,329784
2526,329783,329786
2527,329783,329787
2528,329783,329785
2529,329806,329809
2530,329806,329807
2531,329806,329810
2532,329806,329808
2533,329831,329832
2534,329831,329833
2535,329831,329834
2536,329837,329842
2537,329837,329841
2538,329837,329838
2539,329837,329839
2540,329837,329840
2541,329837,329843
2542,329846,329849
2543,329846,329848
2544,329846,329850
2545,329846,329847
2546,329853,329855
2547,329853,329867
2548,329853,329860
2549,329853,329857
2550,329853,329861
2551,329853,329866
2552,329853,329862
2553,329853,329859
2554,329853,329854
2555,329853,329856
2556,329853,329864
2557,329853,329863
2558,329853,329865
2559,329853,329858
2560,329870,329871
2561,329874,329877
2562,329874,329878
2563,329874,329875
2564,329874,329879
2565,329874,329880
2566,329874,329876
2567,329883,329889
2568,329883,329885
2569,329883,329886
2570,329883,329888
2571,329883,329887
2572,329883,329884
2573,329905,329907
2574,329905,329914
2575,329905,329908
2576,329905,329915
2577,329905,329909
2578,329905,329906
2579,329905,329913
2580,329905,329912
2581,329905,329910
2582,329905,329916
2583,329905,329920
2584,329905,329918
2585,329905,329917
2586,329905,329911
2587,329905,329921
2588,329905,329919
2589,329933,329939
2590,329933,329935
2591,329933,329937
2592,329933,329938
2593,329933,329936
2594,329933,329934
2595,329951,329955
2596,329951,329952
2597,329951,329954
2598,329951,329956
2599,329951,329957
2600,329951,329953
2601,329973,329977
2602,329973,329979
2603,329973,329976
2604,329973,329974
2605,329973,329975
2606,329973,329978
2607,329993,329997
2608,329993,329995
2609,329993,329999
2610,329993,329996
2611,329993,330002
2612,329993,329998
2613,329993,330003
2614,329993,330004
2615,329993,330000
2616,329993,330005
2617,329993,330001
2618,329993,329994
2619,330008,330009
2620,330008,330013
2621,330008,330012
2622,330008,330015
2623,330008,330014
2624,330008,330010
2625,330008,330011
2626,330018,330027
2627,330018,330030
2628,330018,330023
2629,330018,330026
2630,330018,330024
2631,330018,330028
2632,330018,330022
2633,330018,330020
2634,330018,330021
2635,330018,330025
2636,330018,330029
2637,330018,330031
2638,330018,330032
2639,330018,330019
2640,330035,330036
2641,330035,330037
2642,330035,330039
2643,330035,330041
2644,330035,330040
2645,330035,330038
2646,330035,330042
2647,330056,330060
2648,330056,330059
2649,330056,330058
2650,330056,330061
2651,330056,330063
2652,330056,330062
2653,330056,330057
2654,330079,330081
2655,330079,330085
2656,330079,330090
2657,330079,330088
2658,330079,330092
2659,330079,330086
2660,330079,330087
2661,330079,330083
2662,330079,330082
2663,330079,330093
2664,330079,330080
2665,330079,330091
2666,330079,330089
2667,330079,330084
2668,330108,330111
2669,330108,330112
2670,330108,330118
2671,330108,330122
2672,330108,330117
2673,330108,330109
2674,330108,330114
2675,330108,330119
2676,330108,330124
2677,330108,330120
2678,330108,330116
2679,330108,330121
2680,330108,330123
2681,330108,330115
2682,330108,330110
2683,330108,330113
2684,330138,330141
2685,330138,330139
2686,330138,330142
2687,330138,330140
2688,330145,330149
2689,330145,330147
2690,330145,330148
2691,330145,330146
2692,330152,330156
2693,330152,330154
2694,330152,330153
2695,330152,330155
2696,330161,330163
2697,330161,330162
2698,330161,330169
2699,330161,330166
2700,330161,330168
2701,330161,330164
2702,330161,330167
2703,330161,330165
2704,330178,330180
2705,330178,330184
2706,330178,330183
2707,330178,330187
2708,330178,330188
2709,330178,330186
2710,330178,330185
2711,330178,330189
2712,330178,330181
2713,330178,330182
2714,330178,330179
2715,330178,330190
2716,330201,330204
2717,330201,330207
2718,330201,330203
2719,330201,330205
2720,330201,330208
2721,330201,330206
2722,330201,330202
2723,330221,330227
2724,330221,330222
2725,330221,330229
2726,330221,330223
2727,330221,330224
2728,330221,330228
2729,330221,330231
2730,330221,330232
2731,330221,330226
2732,330221,330233
2733,330221,330230
2734,330221,330225
2735,330236,330239
2736,330236,330243
2737,330236,330237
2738,330236,330241
2739,330236,330244
2740,330236,330240
2741,330236,330238
2742,330236,330242
2743,330257,330266
2744,330257,330259
2745,330257,330263
2746,330257,330258
2747,330257,330262
2748,330257,330260
2749,330257,330267
2750,330257,330269
2751,330257,330261
2752,330257,330265
2753,330257,330264
2754,330257,330268
2755,330279,330286
2756,330279,330283
2757,330279,330288
2758,330279,330281
2759,330279,330289
2760,330279,330285
2761,330279,330287
2762,330279,330282
2763,330279,330280
2764,330279,330284
2765,330292,330296
2766,330292,330298
2767,330292,330294
2768,330292,330301
2769,330292,330300
2770,330292,330293
2771,330292,330299
2772,330292,330302
2773,330292,330295
2774,330292,330297
2775,330307,330319
2776,330307,330311
2777,330307,330313
2778,330307,330315
2779,330307,330308
2780,330307,330318
2781,330307,330310
2782,330307,330316
2783,330307,330314
2784,330307,330312
2785,330307,330309
2786,330307,330317
2787,330329,330330
2788,330329,330332
2789,330329,330335
2790,330329,330337
2791,330329,330338
2792,330329,330334
2793,330329,330341
2794,330329,330340
2795,330329,330333
2796,330329,330339
2797,330329,330331
2798,330329,330336
2799,330352,330358
2800,330352,330355
2801,330352,330362
2802,330352,330363
2803,330352,330359
2804,330352,330353
2805,330352,330361
2806,330352,330356
2807,330352,330360
2808,330352,330357
2809,330352,330354
2810,330352,330364
2811,330376,330378
2812,330376,330379
2813,330376,330377
2814,330376,330380
2815,330392,330393
2816,330392,330403
2817,330392,330401
2818,330392,330397
2819,330392,330394
2820,330392,330398
2821,330392,330399
2822,330392,330400
2823,330392,330404
2824,330392,330402
2825,330392,330396
2826,330392,330395
2827,330416,330418
2828,330416,330417
2829,330421,330423
2830,330421,330422
2831,330426,330428
2832,330426,330427
2833,330426,330429
2834,330433,330434
2835,330433,330435
2836,330433,330436
2837,330441,330443
2838,330441,330444
2839,330441,330442
2840,330450,330453
2841,330450,330452
2842,330450,330451
2843,330459,330461
2844,330459,330462
2845,330459,330460
2846,330459,330463
2847,330466,330462
2848,330466,330468
2849,330466,330474
2850,330466,330476
2851,330466,330473
2852,330466,330467
2853,330466,330472
2854,330466,330470
2855,330466,330475
2856,330466,330471
2857,330466,330469
2858,330486,330467
2859,330486,330473
2860,330486,330462
2861,330496,330467
2862,330496,330497
2863,330500,330475
2864,330500,330471
2865,330500,330467
2866,330500,330469
2867,330500,330472
2868,330500,330468
2869,330500,330476
2870,330500,330474
2871,330500,330473
2872,330500,330462
2873,330500,330470
2874,330509,330473
2875,330509,330462
2876,330509,330467
2877,330519,330467
2878,330519,330523
2879,330519,330521
2880,330519,330524
2881,330519,330522
2882,330519,330520
2883,330527,330474
2884,330527,330476
2885,330527,330469
2886,330527,330470
2887,330527,330468
2888,330527,330472
2889,330527,330473
2890,330527,330475
2891,330527,330471
2892,330527,330462
2893,330527,330467
2894,330536,330467
2895,330536,330462
2896,330536,330473
2897,330546,330549
2898,330546,330556
2899,330546,330551
2900,330546,330554
2901,330546,330552
2902,330546,330548
2903,330546,330555
2904,330546,330547
2905,330546,330553
2906,330546,330550
2907,330546,330467
2908,330559,330468
2909,330559,330475
2910,330569,330468
2911,330569,330570
2912,330573,330468
2913,330573,330475
2914,330583,330584
2915,330583,330468
2916,330583,330585
2917,330583,330586
2918,330583,330587
2919,330590,330475
2920,330590,330468
2921,330600,330604
2922,330600,330468
2923,330600,330606
2924,330600,330605
2925,330600,330602
2926,330600,330607
2927,330600,330603
2928,330600,330601
2929,330610,330469
2930,330610,330476
2931,330610,330474
2932,330620,330621
2933,330620,330469
2934,330624,330476
2935,330624,330474
2936,330624,330469
2937,330634,330635
2938,330634,330637
2939,330634,330636
2940,330634,330469
2941,330634,330638
2942,330641,330469
2943,330641,330476
2944,330641,330474
2945,330651,330658
2946,330651,330654
2947,330651,330655
2948,330651,330659
2949,330651,330652
2950,330651,330469
2951,330651,330657
2952,330651,330656
2953,330651,330653
2954,330662,330471
2955,330662,330472
2956,330662,330470
2957,330672,330470
2958,330672,330673
2959,330676,330470
2960,330676,330471
2961,330676,330472
2962,330686,330690
2963,330686,330692
2964,330686,330470
2965,330686,330689
2966,330686,330688
2967,330686,330691
2968,330686,330687
2969,330695,330470
2970,330695,330471
2971,330695,330472
2972,330705,330706
2973,330705,330712
2974,330705,330707
2975,330705,330715
2976,330705,330714
2977,330705,330713
2978,330705,330716
2979,330705,330711
2980,330705,330470
2981,330705,330709
2982,330705,330708
2983,330705,330710
2984,330719,330471
2985,330719,330720
2986,330723,330724
2987,330723,330726
2988,330723,330727
2989,330723,330471
2990,330723,330725
2991,330730,330733
2992,330730,330738
2993,330730,330735
2994,330730,330734
2995,330730,330732
2996,330730,330737
2997,330730,330731
2998,330730,330736
2999,330730,330471
3000,330741,330472
3001,330741,330742
3002,330745,330747
3003,330745,330472
3004,330745,330748
3005,330745,330746
3006,330745,330750
3007,330745,330749
3008,330753,330763
3009,330753,330757
3010,330753,330756
3011,330753,330755
3012,330753,330760
3013,330753,330754
3014,330753,330472
3015,330753,330761
3016,330753,330758
3017,330753,330759
3018,330753,330762
3019,330766,330767
3020,330766,330473
3021,330770,330772
3022,330770,330774
3023,330770,330773
3024,330770,330775
3025,330770,330473
3026,330770,330771
3027,330778,330787
3028,330778,330783
3029,330778,330473
3030,330778,330788
3031,330778,330781
3032,330778,330785
3033,330778,330784
3034,330778,330786
3035,330778,330780
3036,330778,330782
3037,330778,330779
3038,330791,330792
3039,330791,330474
3040,330795,330798
3041,330795,330796
3042,330795,330474
3043,330795,330797
3044,330795,330799
3045,330802,330809
3046,330802,330803
3047,330802,330808
3048,330802,330807
3049,330802,330805
3050,330802,330474
3051,330802,330804
3052,330802,330806
3053,330802,330810
3054,330813,330814
3055,330813,330475
3056,330817,330821
3057,330817,330819
3058,330817,330820
3059,330817,330475
3060,330817,330818
3061,330824,330831
3062,330824,330829
3063,330824,330475
3064,330824,330825
3065,330824,330827
3066,330824,330828
3067,330824,330826
3068,330824,330830
3069,330834,330835
3070,330834,330476
3071,330838,330476
3072,330838,330842
3073,330838,330841
3074,330838,330840
3075,330838,330839
3076,330845,330849
3077,330845,330847
3078,330845,330848
3079,330845,330851
3080,330845,330853
3081,330845,330476
3082,330845,330846
3083,330845,330850
3084,330845,330852
3085,330856,330857
3086,330856,330462
3087,330860,330866
3088,330860,330864
3089,330860,330462
3090,330860,330861
3091,330860,330863
3092,330860,330862
3093,330860,330865
3094,330870,330871
3095,330870,330872
3096,330884,330895
3097,330884,330889
3098,330884,330871
3099,330884,330893
3100,330884,330896
3101,330884,330899
3102,330884,330891
3103,330884,330901
3104,330884,330900
3105,330884,330886
3106,330884,330888
3107,330884,330885
3108,330884,330897
3109,330884,330898
3110,330884,330894
3111,330884,330890
3112,330884,330892
3113,330884,330872
3114,330884,330887
3115,330910,330886
3116,330910,330898
3117,330910,330901
3118,330910,330900
3119,330910,330885
3120,330924,330901
3121,330924,330889
3122,330924,330899
3123,330924,330888
3124,330924,330894
3125,330924,330872
3126,330924,330898
3127,330924,330886
3128,330924,330887
3129,330924,330897
3130,330924,330893
3131,330924,330896
3132,330924,330890
3133,330924,330891
3134,330924,330900
3135,330924,330885
3136,330924,330895
3137,330924,330892
3138,330924,330871
3139,330932,330885
3140,330932,330898
3141,330932,330900
3142,330932,330901
3143,330932,330886
3144,330945,330891
3145,330945,330888
3146,330945,330901
3147,330945,330872
3148,330945,330896
3149,330945,330899
3150,330945,330890
3151,330945,330893
3152,330945,330900
3153,330945,330885
3154,330945,330894
3155,330945,330895
3156,330945,330886
3157,330945,330889
3158,330945,330871
3159,330945,330887
3160,330945,330897
3161,330945,330892
3162,330945,330898
3163,330953,330898
3164,330953,330901
3165,330953,330900
3166,330953,330885
3167,330953,330886
3168,330965,330982
3169,330965,331005
3170,330965,331010
3171,330965,331011
3172,330965,331000
3173,330965,330893
3174,330965,330966
3175,330965,330900
3176,330965,330987
3177,330965,330971
3178,330965,331013
3179,330965,330885
3180,330965,331014
3181,330965,330895
3182,330965,330993
3183,330965,331006
3184,330965,330973
3185,330965,330967
3186,330965,330976
3187,330965,330988
3188,330965,331003
3189,330965,330972
3190,330965,330889
3191,330965,331004
3192,330965,330989
3193,330965,330899
3194,330965,330998
3195,330965,330995
3196,330965,330986
3197,330965,330975
3198,330965,330991
3199,330965,330898
3200,330965,330992
3201,330965,330974
3202,330965,330983
3203,330965,331012
3204,330965,330977
3205,330965,330968
3206,330965,330871
3207,330965,330997
3208,330965,330990
3209,330965,330980
3210,330965,331015
3211,330965,331008
