"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"5904","335349","0","999","DOI","10.2135/cropsci2017.04.0244"
"5907","335350","0","999","DOI","10.2135/cropsci2017.04.0244"
"5908","335350","0","999","Genotype","Seahawk"
"5909","335350","0","999","Barcode","11G5060488"
"5911","335351","0","999","Genotype","N05324"
"5910","335351","0","999","DOI","10.2135/cropsci2017.04.0244"
"5912","335351","0","999","Barcode","11G5060190"
"5914","335352","0","999","Genotype","N05324"
"5913","335352","0","999","DOI","10.2135/cropsci2017.04.0244"
"5915","335352","0","999","Barcode","11G5060498"
"5917","335353","0","999","Genotype","Schooner"
"5916","335353","0","999","DOI","10.2135/cropsci2017.04.0244"
"5918","335353","0","999","Barcode","11G5060208"
"5920","335354","0","999","Genotype","Schooner"
"5919","335354","0","999","DOI","10.2135/cropsci2017.04.0244"
"5921","335354","0","999","Barcode","11G5060516"
"5923","335355","0","999","Genotype","Ensign"
"5922","335355","0","999","DOI","10.2135/cropsci2017.04.0244"
"5924","335355","0","999","Barcode","11G5060108"
"5925","335356","0","999","DOI","10.2135/cropsci2017.04.0244"
"5927","335356","0","999","Barcode","11G5060209"
"5926","335356","0","999","Genotype","Ensign"
"5928","335357","0","999","DOI","10.2135/cropsci2017.04.0244"
"5930","335357","0","999","Barcode","11G5060416"
"5929","335357","0","999","Genotype","Ensign"
"5932","335358","0","999","Genotype","Ensign"
"5931","335358","0","999","DOI","10.2135/cropsci2017.04.0244"
"5933","335358","0","999","Barcode","11G5060517"
"5934","335359","0","999","DOI","10.2135/cropsci2017.04.0244"
"5936","335359","0","999","Barcode","11G5060210"
"5935","335359","0","999","Genotype","Voyager"
"5939","335360","0","999","Barcode","11G5060518"
"5938","335360","0","999","Genotype","Voyager"
"5937","335360","0","999","DOI","10.2135/cropsci2017.04.0244"
"5942","335361","0","999","Barcode","11G5060211"
"5941","335361","0","999","Genotype","Seabiskit"
"5940","335361","0","999","DOI","10.2135/cropsci2017.04.0244"
"5944","335362","0","999","Genotype","Seabiskit"
"5943","335362","0","999","DOI","10.2135/cropsci2017.04.0244"
"5945","335362","0","999","Barcode","11G5060519"
"5946","335363","0","999","DOI","10.2135/cropsci2017.04.0244"
"5948","335363","0","999","Barcode","11G5060214"
"5947","335363","0","999","Genotype","Medalist"
"5949","335364","0","999","DOI","10.2135/cropsci2017.04.0244"
"5950","335364","0","999","Genotype","Medalist"
"5951","335364","0","999","Barcode","11G5060522"
"5954","335365","0","999","Barcode","11G5060215"
"5953","335365","0","999","Genotype","Navigator"
"5952","335365","0","999","DOI","10.2135/cropsci2017.04.0244"
"5956","335366","0","999","Genotype","Navigator"
"5957","335366","0","999","Barcode","11G5060523"
"5955","335366","0","999","DOI","10.2135/cropsci2017.04.0244"
"5958","335367","0","999","DOI","10.2135/cropsci2017.04.0244"
"5959","335367","0","999","Genotype","Morden_003"
"5960","335367","0","999","Barcode","11G5060280"
"5962","335368","0","999","Genotype","Morden_003"
"5961","335368","0","999","DOI","10.2135/cropsci2017.04.0244"
"5963","335368","0","999","Barcode","11G5060588"
"5965","335369","0","999","Genotype","Arthur"
"5966","335369","0","999","Barcode","11G5060344"
"5964","335369","0","999","DOI","10.2135/cropsci2017.04.0244"
"5969","335370","0","999","Barcode","11G5060652"
"5967","335370","0","999","DOI","10.2135/cropsci2017.04.0244"
"5968","335370","0","999","Genotype","Arthur"
"5972","335371","0","999","Barcode","11G5060345"
"5971","335371","0","999","Genotype","Norstar"
"5970","335371","0","999","DOI","10.2135/cropsci2017.04.0244"
"5973","335372","0","999","DOI","10.2135/cropsci2017.04.0244"
"5975","335372","0","999","Barcode","11G5060653"
"5974","335372","0","999","Genotype","Norstar"
"5978","335373","0","999","Barcode","11G5060346"
"5976","335373","0","999","DOI","10.2135/cropsci2017.04.0244"
"5977","335373","0","999","Genotype","Avalanche"
"5980","335374","0","999","Genotype","Avalanche"
"5979","335374","0","999","DOI","10.2135/cropsci2017.04.0244"
"5981","335374","0","999","Barcode","11G5060654"
"5983","335375","0","999","Genotype","NDZ06249"
"5982","335375","0","999","DOI","10.2135/cropsci2017.04.0244"
"5984","335375","0","999","Barcode","11G5060348"
"5986","335376","0","999","Genotype","NDZ06249"
"5987","335376","0","999","Barcode","11G5060656"
"5985","335376","0","999","DOI","10.2135/cropsci2017.04.0244"
"5988","335377","0","999","DOI","10.2135/cropsci2017.04.0244"
"5989","335377","0","999","Genotype","Crestwood"
"5990","335377","0","999","Barcode","11G5060355"
"5993","335378","0","999","Barcode","11G5060663"
"5992","335378","0","999","Genotype","Crestwood"
"5991","335378","0","999","DOI","10.2135/cropsci2017.04.0244"
"5994","335379","0","999","DOI","10.2135/cropsci2017.04.0244"
"5996","335379","0","999","Barcode","11G5060356"
"5995","335379","0","999","Genotype","Reliant"
"5998","335380","0","999","Genotype","Reliant"
"5997","335380","0","999","DOI","10.2135/cropsci2017.04.0244"
"5999","335380","0","999","Barcode","11G5060664"
"6001","335381","0","999","Genotype","Vista"
"6002","335381","0","999","Barcode","11G5060106"
"6000","335381","0","999","DOI","10.2135/cropsci2017.04.0244"
"6005","335382","0","999","Barcode","11G5060357"
"6004","335382","0","999","Genotype","Vista"
"6003","335382","0","999","DOI","10.2135/cropsci2017.04.0244"
"6007","335383","0","999","Genotype","Vista"
"6006","335383","0","999","DOI","10.2135/cropsci2017.04.0244"
"6008","335383","0","999","Barcode","11G5060414"
"6011","335384","0","999","Barcode","11G5060665"
"6010","335384","0","999","Genotype","Vista"
"6009","335384","0","999","DOI","10.2135/cropsci2017.04.0244"
"6014","335385","0","999","Barcode","11G5060358"
"6013","335385","0","999","Genotype","Envoy"
"6012","335385","0","999","DOI","10.2135/cropsci2017.04.0244"
"6016","335386","0","999","Genotype","Envoy"
"6017","335386","0","999","Barcode","11G5060666"
"6015","335386","0","999","DOI","10.2135/cropsci2017.04.0244"
"6020","335387","0","999","Barcode","11G5060364"
"6018","335387","0","999","DOI","10.2135/cropsci2017.04.0244"
"6019","335387","0","999","Genotype","CDC_Whitecap"
"6021","335388","0","999","DOI","10.2135/cropsci2017.04.0244"
"6023","335388","0","999","Barcode","11G5060672"
"6022","335388","0","999","Genotype","CDC_Whitecap"
"6025","335389","0","999","Genotype","OAC_Rex"
"6026","335389","0","999","Barcode","11G5060372"
"6024","335389","0","999","DOI","10.2135/cropsci2017.04.0244"
"6027","335390","0","999","DOI","10.2135/cropsci2017.04.0244"
"6028","335390","0","999","Genotype","OAC_Rex"
"6029","335390","0","999","Barcode","11G5060680"
"6030","335391","0","999","DOI","10.2135/cropsci2017.04.0244"
"6031","335391","0","999","Genotype","Nautica"
"6032","335391","0","999","Barcode","11G5060373"
"6034","335392","0","999","Genotype","Nautica"
"6035","335392","0","999","Barcode","11G5060681"
"6033","335392","0","999","DOI","10.2135/cropsci2017.04.0244"
"6038","335393","0","999","Barcode","11G5060374"
"6036","335393","0","999","DOI","10.2135/cropsci2017.04.0244"
"6037","335393","0","999","Genotype","Fleetwood"
"6040","335394","0","999","Genotype","Fleetwood"
"6041","335394","0","999","Barcode","11G5060682"
"6039","335394","0","999","DOI","10.2135/cropsci2017.04.0244"
"6044","335395","0","999","Barcode","11G5060375"
"6042","335395","0","999","DOI","10.2135/cropsci2017.04.0244"
"6043","335395","0","999","Genotype","OAC_Laser"
"6045","335396","0","999","DOI","10.2135/cropsci2017.04.0244"
"6047","335396","0","999","Barcode","11G5060683"
"6046","335396","0","999","Genotype","OAC_Laser"
"6048","335397","0","999","DOI","10.2135/cropsci2017.04.0244"
"6050","335397","0","999","Barcode","11G5060376"
"6049","335397","0","999","Genotype","OAC_Gryphon"
"6053","335398","0","999","Barcode","11G5060684"
"6052","335398","0","999","Genotype","OAC_Gryphon"
"6051","335398","0","999","DOI","10.2135/cropsci2017.04.0244"
"6056","335399","0","999","Barcode","11G5060377"
"6055","335399","0","999","Genotype","Lightning"
"6054","335399","0","999","DOI","10.2135/cropsci2017.04.0244"
"6058","335400","0","999","Genotype","Lightning"
"6057","335400","0","999","DOI","10.2135/cropsci2017.04.0244"
"6059","335400","0","999","Barcode","11G5060685"
"6060","335401","0","999","DOI","10.2135/cropsci2017.04.0244"
"6062","335401","0","999","Barcode","11G5060380"
"6061","335401","0","999","Genotype","OAC_Seaforth"
"6064","335402","0","999","Genotype","OAC_Seaforth"
"6063","335402","0","999","DOI","10.2135/cropsci2017.04.0244"
"6065","335402","0","999","Barcode","11G5060688"
"6068","335403","0","999","Barcode","11G5060381"
"6066","335403","0","999","DOI","10.2135/cropsci2017.04.0244"
"6067","335403","0","999","Genotype","AC_Compass"
"6069","335404","0","999","DOI","10.2135/cropsci2017.04.0244"
"6071","335404","0","999","Barcode","11G5060689"
"6070","335404","0","999","Genotype","AC_Compass"
"6073","335405","0","999","Genotype","T9905"
"6074","335405","0","999","Barcode","11G5060382"
"6072","335405","0","999","DOI","10.2135/cropsci2017.04.0244"
"6077","335406","0","999","Barcode","11G5060690"
"6075","335406","0","999","DOI","10.2135/cropsci2017.04.0244"
"6076","335406","0","999","Genotype","T9905"
"6078","335407","0","999","DOI","10.2135/cropsci2017.04.0244"
"6080","335407","0","999","Barcode","11G5060383"
"6079","335407","0","999","Genotype","T9903"
"6082","335408","0","999","Genotype","T9903"
"6081","335408","0","999","DOI","10.2135/cropsci2017.04.0244"
"6083","335408","0","999","Barcode","11G5060691"
"6084","335409","0","999","DOI","10.2135/cropsci2017.04.0244"
"6085","335409","0","999","Genotype","HY_4181"
"6086","335409","0","999","Barcode","11G5060384"
"6089","335410","0","999","Barcode","11G5060692"
"6087","335410","0","999","DOI","10.2135/cropsci2017.04.0244"
"6088","335410","0","999","Genotype","HY_4181"
"6092","335411","0","999","Barcode","11G5060404"
"6090","335411","0","999","DOI","10.2135/cropsci2017.04.0244"
"6091","335411","0","999","Genotype","Albion"
"6095","335412","0","999","Barcode","11G5060712"
"6093","335412","0","999","DOI","10.2135/cropsci2017.04.0244"
"6094","335412","0","999","Genotype","Albion"
"6096","335413","0","999","DOI","10.2135/cropsci2017.04.0244"
"6098","335413","0","999","Barcode","11G5060405"
"6097","335413","0","999","Genotype","Avanti"
"6099","335414","0","999","DOI","10.2135/cropsci2017.04.0244"
"6101","335414","0","999","Barcode","11G5060713"
"6100","335414","0","999","Genotype","Avanti"
"6104","335415","0","999","Barcode","11G5060406"
"6103","335415","0","999","Genotype","Midland"
"6102","335415","0","999","DOI","10.2135/cropsci2017.04.0244"
"6105","335416","0","999","DOI","10.2135/cropsci2017.04.0244"
"6107","335416","0","999","Barcode","11G5060714"
"6106","335416","0","999","Genotype","Midland"
"6110","335417","0","999","Barcode","11G5060408"
"6109","335417","0","999","Genotype","McHale"
"6108","335417","0","999","DOI","10.2135/cropsci2017.04.0244"
"6113","335418","0","999","Barcode","11G5060716"
"6111","335418","0","999","DOI","10.2135/cropsci2017.04.0244"
"6112","335418","0","999","Genotype","McHale"
"6114","335420","0","999","DOI","10.2135/cropsci2017.04.0244"
"6115","335420","0","999","Genotype","Blush"
"6118","335421","0","999","Barcode","11G5070188"
"6116","335421","0","999","DOI","10.2135/cropsci2017.04.0244"
"6117","335421","0","999","Genotype","Blush"
"6121","335423","0","999","Barcode","11G5060141"
"6120","335423","0","999","Genotype","PR_0401_259"
"6119","335423","0","999","DOI","10.2135/cropsci2017.04.0244"
"6123","335424","0","999","Genotype","PR_0401_259"
"6124","335424","0","999","Barcode","11G5060449"
"6122","335424","0","999","DOI","10.2135/cropsci2017.04.0244"
"6127","335426","0","999","Barcode","11G5060224"
"6125","335426","0","999","DOI","10.2135/cropsci2017.04.0244"
"6126","335426","0","999","Genotype","Desert_Rose"
"6128","335427","0","999","DOI","10.2135/cropsci2017.04.0244"
"6129","335427","0","999","Genotype","Desert_Rose"
"6130","335427","0","999","Barcode","11G5060532"
"6133","335429","0","999","Barcode","11G5070002"
"6132","335429","0","999","Genotype","A_285"
"6131","335429","0","999","DOI","10.2135/cropsci2017.04.0244"
"6134","335430","0","999","DOI","10.2135/cropsci2017.04.0244"
"6135","335430","0","999","Genotype","A_285"
"6136","335430","0","999","Barcode","11G5070106"
"6137","335431","0","999","DOI","10.2135/cropsci2017.04.0244"
"6138","335431","0","999","Genotype","A801"
"6139","335431","0","999","Barcode","11G5060329"
"6141","335432","0","999","Genotype","A801"
"6142","335432","0","999","Barcode","11G5060637"
"6140","335432","0","999","DOI","10.2135/cropsci2017.04.0244"
"6145","335434","0","999","Barcode","11G5070006"
"6143","335434","0","999","DOI","10.2135/cropsci2017.04.0244"
"6144","335434","0","999","Genotype","BAT_477"
"6147","335435","0","999","Genotype","BAT_477"
"6146","335435","0","999","DOI","10.2135/cropsci2017.04.0244"
"6148","335435","0","999","Barcode","11G5070177"
"6149","335436","0","999","DOI","10.2135/cropsci2017.04.0244"
"6151","335436","0","999","Barcode","11G5070043"
"6150","335436","0","999","Genotype","SEA_10"
"6154","335437","0","999","Barcode","11G5070150"
"6153","335437","0","999","Genotype","SEA_10"
"6152","335437","0","999","DOI","10.2135/cropsci2017.04.0244"
"6157","335438","0","999","Barcode","11G5060330"
"6156","335438","0","999","Genotype","BAT_477"
"6155","335438","0","999","DOI","10.2135/cropsci2017.04.0244"
"6159","335439","0","999","Genotype","BAT_477"
"6158","335439","0","999","DOI","10.2135/cropsci2017.04.0244"
"6160","335439","0","999","Barcode","11G5060638"
"6163","335440","0","999","Barcode","11G5060331"
"6161","335440","0","999","DOI","10.2135/cropsci2017.04.0244"
"6162","335440","0","999","Genotype","SEA_10"
"6165","335441","0","999","Genotype","SEA_10"
"6164","335441","0","999","DOI","10.2135/cropsci2017.04.0244"
"6166","335441","0","999","Barcode","11G5060639"
"6167","335443","0","999","DOI","10.2135/cropsci2017.04.0244"
"6168","335443","0","999","Genotype","Bill_Z"
"6169","335443","0","999","Barcode","11G5070007"
"6171","335444","0","999","Genotype","Bill_Z"
"6170","335444","0","999","DOI","10.2135/cropsci2017.04.0244"
"6172","335444","0","999","Barcode","11G5070108"
"6175","335445","0","999","Barcode","11G5070093"
"6173","335445","0","999","DOI","10.2135/cropsci2017.04.0244"
"6174","335445","0","999","Genotype","Fisher"
"6176","335446","0","999","DOI","10.2135/cropsci2017.04.0244"
"6177","335446","0","999","Genotype","Fisher"
"6178","335446","0","999","Barcode","11G5070149"
"6179","335447","0","999","DOI","10.2135/cropsci2017.04.0244"
"6180","335447","0","999","Genotype","Montrose"
"6181","335447","0","999","Barcode","11G5070077"
"6182","335448","0","999","DOI","10.2135/cropsci2017.04.0244"
"6184","335448","0","999","Barcode","11G5070159"
"6183","335448","0","999","Genotype","Montrose"
"6186","335449","0","999","Genotype","San_Juan"
"6187","335449","0","999","Barcode","11G5070098"
"6185","335449","0","999","DOI","10.2135/cropsci2017.04.0244"
"6189","335450","0","999","Genotype","San_Juan"
"6190","335450","0","999","Barcode","11G5070193"
"6188","335450","0","999","DOI","10.2135/cropsci2017.04.0244"
"6192","335451","0","999","Genotype","Croissant"
"6193","335451","0","999","Barcode","11G5070013"
"6191","335451","0","999","DOI","10.2135/cropsci2017.04.0244"
"6196","335452","0","999","Barcode","11G5070172"
"6194","335452","0","999","DOI","10.2135/cropsci2017.04.0244"
"6195","335452","0","999","Genotype","Croissant"
"6199","335453","0","999","Barcode","11G5070101"
"6198","335453","0","999","Genotype","Sierra"
"6197","335453","0","999","DOI","10.2135/cropsci2017.04.0244"
"6202","335454","0","999","Barcode","11G5070116"
"6200","335454","0","999","DOI","10.2135/cropsci2017.04.0244"
"6201","335454","0","999","Genotype","Sierra"
"6204","335455","0","999","Genotype","Kodiak"
"6203","335455","0","999","DOI","10.2135/cropsci2017.04.0244"
"6205","335455","0","999","Barcode","11G5070025"
"6207","335456","0","999","Genotype","Kodiak"
"6206","335456","0","999","DOI","10.2135/cropsci2017.04.0244"
"6208","335456","0","999","Barcode","11G5070153"
"6211","335457","0","999","Barcode","11G5070083"
"6209","335457","0","999","DOI","10.2135/cropsci2017.04.0244"
"6210","335457","0","999","Genotype","Santa_Fe"
"6214","335458","0","999","Barcode","11G5070135"
"6212","335458","0","999","DOI","10.2135/cropsci2017.04.0244"
"6213","335458","0","999","Genotype","Santa_Fe"
"6217","335459","0","999","Barcode","11G5070036"
"6215","335459","0","999","DOI","10.2135/cropsci2017.04.0244"
"6216","335459","0","999","Genotype","Poncho"
"6220","335460","0","999","Barcode","11G5070166"
"6219","335460","0","999","Genotype","Poncho"
"6218","335460","0","999","DOI","10.2135/cropsci2017.04.0244"
"6221","335461","0","999","DOI","10.2135/cropsci2017.04.0244"
"6223","335461","0","999","Barcode","11G5070049"
"6222","335461","0","999","Genotype","Topaz"
"6226","335462","0","999","Barcode","11G5070146"
"6225","335462","0","999","Genotype","Topaz"
"6224","335462","0","999","DOI","10.2135/cropsci2017.04.0244"
"6228","335463","0","999","Genotype","Buckskin"
"6229","335463","0","999","Barcode","11G5070090"
"6227","335463","0","999","DOI","10.2135/cropsci2017.04.0244"
"6231","335464","0","999","Genotype","Buckskin"
"6230","335464","0","999","DOI","10.2135/cropsci2017.04.0244"
"6232","335464","0","999","Barcode","11G5070161"
"6233","335465","0","999","DOI","10.2135/cropsci2017.04.0244"
"6234","335465","0","999","Genotype","La_Paz"
"6235","335465","0","999","Barcode","11G5070071"
"6237","335466","0","999","Genotype","La_Paz"
"6236","335466","0","999","DOI","10.2135/cropsci2017.04.0244"
"6238","335466","0","999","Barcode","11G5070103"
"6239","335467","0","999","DOI","10.2135/cropsci2017.04.0244"
"6241","335467","0","999","Barcode","11G5070091"
"6240","335467","0","999","Genotype","Common_Pinto"
"6244","335468","0","999","Barcode","11G5070169"
"6242","335468","0","999","DOI","10.2135/cropsci2017.04.0244"
"6243","335468","0","999","Genotype","Common_Pinto"
"6247","335469","0","999","Barcode","11G5070096"
"6245","335469","0","999","DOI","10.2135/cropsci2017.04.0244"
"6246","335469","0","999","Genotype","Kimberly"
"6249","335470","0","999","Genotype","Kimberly"
"6248","335470","0","999","DOI","10.2135/cropsci2017.04.0244"
"6250","335470","0","999","Barcode","11G5070123"
"6251","335471","0","999","DOI","10.2135/cropsci2017.04.0244"
"6252","335471","0","999","Genotype","UI_114"
"6253","335471","0","999","Barcode","11G5070050"
"6255","335472","0","999","Genotype","UI_114"
"6254","335472","0","999","DOI","10.2135/cropsci2017.04.0244"
"6256","335472","0","999","Barcode","11G5070178"
"6257","335473","0","999","DOI","10.2135/cropsci2017.04.0244"
"6258","335473","0","999","Genotype","NE2_09_3"
"6259","335473","0","999","Barcode","11G5070097"
"6260","335474","0","999","DOI","10.2135/cropsci2017.04.0244"
"6262","335474","0","999","Barcode","11G5070175"
"6261","335474","0","999","Genotype","NE2_09_3"
"6264","335475","0","999","Genotype","Quincy"
"6265","335475","0","999","Barcode","11G5070039"
"6263","335475","0","999","DOI","10.2135/cropsci2017.04.0244"
"6267","335476","0","999","Genotype","Quincy"
"6266","335476","0","999","DOI","10.2135/cropsci2017.04.0244"
"6268","335476","0","999","Barcode","11G5070198"
"6270","335477","0","999","Genotype","TARS_VCI_4B"
"6271","335477","0","999","Barcode","11G5070048"
"6269","335477","0","999","DOI","10.2135/cropsci2017.04.0244"
"6273","335478","0","999","Genotype","TARS_VCI_4B"
"6274","335478","0","999","Barcode","11G5070110"
"6272","335478","0","999","DOI","10.2135/cropsci2017.04.0244"
"6275","335479","0","999","DOI","10.2135/cropsci2017.04.0244"
"6276","335479","0","999","Genotype","Nodak"
"6277","335479","0","999","Barcode","11G5070032"
"6278","335480","0","999","DOI","10.2135/cropsci2017.04.0244"
"6280","335480","0","999","Barcode","11G5070122"
"6279","335480","0","999","Genotype","Nodak"
"6281","335481","0","999","DOI","10.2135/cropsci2017.04.0244"
"6282","335481","0","999","Genotype","Othello"
"6283","335481","0","999","Barcode","11G5070080"
"6285","335482","0","999","Genotype","Othello"
"6286","335482","0","999","Barcode","11G5070102"
"6284","335482","0","999","DOI","10.2135/cropsci2017.04.0244"
"6287","335483","0","999","DOI","10.2135/cropsci2017.04.0244"
"6288","335483","0","999","Genotype","NW_590"
"6289","335483","0","999","Barcode","11G5070033"
"6291","335484","0","999","Genotype","NW_590"
"6290","335484","0","999","DOI","10.2135/cropsci2017.04.0244"
"6292","335484","0","999","Barcode","11G5070111"
"6293","335485","0","999","DOI","10.2135/cropsci2017.04.0244"
"6295","335485","0","999","Barcode","11G5070038"
"6294","335485","0","999","Genotype","PT7_2"
"6296","335486","0","999","DOI","10.2135/cropsci2017.04.0244"
"6297","335486","0","999","Genotype","PT7_2"
"6298","335486","0","999","Barcode","11G5070184"
"6299","335487","0","999","DOI","10.2135/cropsci2017.04.0244"
"6301","335487","0","999","Barcode","11G5070055"
"6300","335487","0","999","Genotype","USPT_CBB_1"
"6304","335488","0","999","Barcode","11G5070183"
"6302","335488","0","999","DOI","10.2135/cropsci2017.04.0244"
"6303","335488","0","999","Genotype","USPT_CBB_1"
"6306","335489","0","999","Genotype","USPT_CBB_5"
"6307","335489","0","999","Barcode","11G5070056"
"6305","335489","0","999","DOI","10.2135/cropsci2017.04.0244"
"6309","335490","0","999","Genotype","USPT_CBB_5"
"6310","335490","0","999","Barcode","11G5070168"
"6308","335490","0","999","DOI","10.2135/cropsci2017.04.0244"
"6313","335491","0","999","Barcode","11G5070081"
"6312","335491","0","999","Genotype","PT9_17"
"6311","335491","0","999","DOI","10.2135/cropsci2017.04.0244"
"6316","335492","0","999","Barcode","11G5070120"
"6314","335492","0","999","DOI","10.2135/cropsci2017.04.0244"
"6315","335492","0","999","Genotype","PT9_17"
"6318","335493","0","999","Genotype","Maverick"
"6317","335493","0","999","DOI","10.2135/cropsci2017.04.0244"
"6319","335493","0","999","Barcode","11G5070027"
"6322","335494","0","999","Barcode","11G5070105"
"6320","335494","0","999","DOI","10.2135/cropsci2017.04.0244"
"6321","335494","0","999","Genotype","Maverick"
"6324","335495","0","999","Genotype","Lariat"
"6325","335495","0","999","Barcode","11G5070072"
"6323","335495","0","999","DOI","10.2135/cropsci2017.04.0244"
"6328","335496","0","999","Barcode","11G5070200"
"6327","335496","0","999","Genotype","Lariat"
"6326","335496","0","999","DOI","10.2135/cropsci2017.04.0244"
"6329","335497","0","999","DOI","10.2135/cropsci2017.04.0244"
"6330","335497","0","999","Genotype","Stampede"
"6331","335497","0","999","Barcode","11G5070085"
"6334","335498","0","999","Barcode","11G5070128"
"6332","335498","0","999","DOI","10.2135/cropsci2017.04.0244"
"6333","335498","0","999","Genotype","Stampede"
"6335","335499","0","999","DOI","10.2135/cropsci2017.04.0244"
"6337","335499","0","999","Barcode","11G5070078"
"6336","335499","0","999","Genotype","ND_307"
"6338","335500","0","999","DOI","10.2135/cropsci2017.04.0244"
"6339","335500","0","999","Genotype","ND_307"
"6340","335500","0","999","Barcode","11G5070180"
"6342","335501","0","999","Genotype","Buster"
"6341","335501","0","999","DOI","10.2135/cropsci2017.04.0244"
"6343","335501","0","999","Barcode","11G5070066"
"6344","335502","0","999","DOI","10.2135/cropsci2017.04.0244"
"6345","335502","0","999","Genotype","Buster"
"6346","335502","0","999","Barcode","11G5070104"
"6347","335503","0","999","DOI","10.2135/cropsci2017.04.0244"
"6349","335503","0","999","Barcode","11G5070074"
"6348","335503","0","999","Genotype","Medicine_Hat"
"6350","335504","0","999","DOI","10.2135/cropsci2017.04.0244"
"6352","335504","0","999","Barcode","11G5070191"
"6351","335504","0","999","Genotype","Medicine_Hat"
"6353","335505","0","999","DOI","10.2135/cropsci2017.04.0244"
"6354","335505","0","999","Genotype","BelDakMi_RR_5"
"6355","335505","0","999","Barcode","11G5060111"
"6358","335506","0","999","Barcode","11G5060419"
"6356","335506","0","999","DOI","10.2135/cropsci2017.04.0244"
"6357","335506","0","999","Genotype","BelDakMi_RR_5"
"6360","335507","0","999","Genotype","AC_Island"
"6361","335507","0","999","Barcode","11G5060118"
"6359","335507","0","999","DOI","10.2135/cropsci2017.04.0244"
"6364","335508","0","999","Barcode","11G5060426"
"6362","335508","0","999","DOI","10.2135/cropsci2017.04.0244"
"6363","335508","0","999","Genotype","AC_Island"
"6366","335509","0","999","Genotype","Bill_Z"
"6365","335509","0","999","DOI","10.2135/cropsci2017.04.0244"
"6367","335509","0","999","Barcode","11G5060123"
"6368","335510","0","999","DOI","10.2135/cropsci2017.04.0244"
"6369","335510","0","999","Genotype","Bill_Z"
"6370","335510","0","999","Barcode","11G5060431"
"6372","335511","0","999","Genotype","Ouray"
"6371","335511","0","999","DOI","10.2135/cropsci2017.04.0244"
"6373","335511","0","999","Barcode","11G5060124"
"6375","335512","0","999","Genotype","Ouray"
"6374","335512","0","999","DOI","10.2135/cropsci2017.04.0244"
"6376","335512","0","999","Barcode","11G5060432"
"6378","335513","0","999","Genotype","Grand_Mesa"
"6377","335513","0","999","DOI","10.2135/cropsci2017.04.0244"
"6379","335513","0","999","Barcode","11G5060125"
"6381","335514","0","999","Genotype","Grand_Mesa"
"6382","335514","0","999","Barcode","11G5060433"
"6380","335514","0","999","DOI","10.2135/cropsci2017.04.0244"
"6383","335515","0","999","DOI","10.2135/cropsci2017.04.0244"
"6384","335515","0","999","Genotype","Fisher"
"6385","335515","0","999","Barcode","11G5060126"
"6386","335516","0","999","DOI","10.2135/cropsci2017.04.0244"
"6388","335516","0","999","Barcode","11G5060434"
"6387","335516","0","999","Genotype","Fisher"
"6390","335517","0","999","Genotype","Montrose"
"6389","335517","0","999","DOI","10.2135/cropsci2017.04.0244"
"6391","335517","0","999","Barcode","11G5060127"
"6393","335518","0","999","Genotype","Montrose"
"6392","335518","0","999","DOI","10.2135/cropsci2017.04.0244"
"6394","335518","0","999","Barcode","11G5060435"
"6395","335519","0","999","DOI","10.2135/cropsci2017.04.0244"
"6396","335519","0","999","Genotype","Olathe"
"6397","335519","0","999","Barcode","11G5060128"
"6400","335520","0","999","Barcode","11G5060436"
"6399","335520","0","999","Genotype","Olathe"
"6398","335520","0","999","DOI","10.2135/cropsci2017.04.0244"
"6401","335521","0","999","DOI","10.2135/cropsci2017.04.0244"
"6402","335521","0","999","Genotype","San_Juan"
"6403","335521","0","999","Barcode","11G5060130"
"6404","335522","0","999","DOI","10.2135/cropsci2017.04.0244"
"6406","335522","0","999","Barcode","11G5060438"
"6405","335522","0","999","Genotype","San_Juan"
"6408","335523","0","999","Genotype","Croissant"
"6407","335523","0","999","DOI","10.2135/cropsci2017.04.0244"
"6409","335523","0","999","Barcode","11G5060103"
"6410","335524","0","999","DOI","10.2135/cropsci2017.04.0244"
"6411","335524","0","999","Genotype","Croissant"
"6412","335524","0","999","Barcode","11G5060131"
"6413","335525","0","999","DOI","10.2135/cropsci2017.04.0244"
"6415","335525","0","999","Barcode","11G5060409"
"6414","335525","0","999","Genotype","Croissant"
"6417","335526","0","999","Genotype","Croissant"
"6418","335526","0","999","Barcode","11G5060439"
"6416","335526","0","999","DOI","10.2135/cropsci2017.04.0244"
"6421","335527","0","999","Barcode","11G5060132"
"6420","335527","0","999","Genotype","Arapaho"
"6419","335527","0","999","DOI","10.2135/cropsci2017.04.0244"
"6422","335528","0","999","DOI","10.2135/cropsci2017.04.0244"
"6424","335528","0","999","Barcode","11G5060440"
"6423","335528","0","999","Genotype","Arapaho"
"6426","335529","0","999","Genotype","TARS09_RR023"
"6425","335529","0","999","DOI","10.2135/cropsci2017.04.0244"
"6427","335529","0","999","Barcode","11G5060149"
"6430","335530","0","999","Barcode","11G5060457"
"6428","335530","0","999","DOI","10.2135/cropsci2017.04.0244"
"6429","335530","0","999","Genotype","TARS09_RR023"
"6432","335531","0","999","Genotype","F04_2801_4_6_6"
"6431","335531","0","999","DOI","10.2135/cropsci2017.04.0244"
"6433","335531","0","999","Barcode","11G5060154"
"6434","335532","0","999","DOI","10.2135/cropsci2017.04.0244"
